2022-08-22 08:47:56,270 WARN [main] o.s.w.c.s.GenericWebApplicationContext [AbstractApplicationContext.java:591] Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mappingContext' defined in class path resource [org/springframework/boot/autoconfigure/data/elasticsearch/ElasticsearchDataConfiguration$BaseConfiguration.class]: Invocation of init method failed; nested exception is java.lang.IllegalArgumentException:  Unknown indexName. Make sure the indexName is defined. e.g @Document(indexName="foo")
2022-08-22 18:51:37,461 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:39,883 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:51:40,543 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:51:42,977 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:43,461 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:46,210 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:46,461 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:49,413 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:51:49,681 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:51:52,613 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:52,822 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:55,688 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:55,959 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:51:58,671 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:51:58,943 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:01,754 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:01,848 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:04,639 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:05,126 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:07,781 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:08,021 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:10,988 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:11,158 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:14,038 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:14,382 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:16,922 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:17,333 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:19,876 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:20,537 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:23,006 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:23,587 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:26,199 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:26,858 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:29,092 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:30,086 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:32,097 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:33,277 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:34,983 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:36,351 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:38,005 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:39,362 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:41,205 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:42,254 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:44,168 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:45,190 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:47,104 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:48,064 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:50,296 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:51,193 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:53,251 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:54,383 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:52:56,154 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:57,289 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:52:59,267 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:00,234 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:02,352 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:03,252 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:05,556 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:06,205 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:08,652 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:09,097 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:11,685 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:12,283 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:14,575 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:15,429 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:17,784 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:18,510 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:20,944 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:21,403 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:23,984 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:24,249 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:27,017 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:27,142 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:30,123 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:30,186 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:33,028 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:33,246 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:36,202 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:36,295 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:39,153 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:39,452 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:42,351 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:42,713 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:45,420 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
